Produto;Código;Fabricante;Família;Saldo em Qtde; ;Situação;NCM;Classe de Tributação
ATLAS TRINCHA 395  '3/4';001338;;;0;UN;Ativo;96034090;TRIBUTADO (CSOSN 102)
ATLAS TRINCHA 395 1/2;001446;;;0;UN;Ativo;96034090;TRIBUTADO (CSOSN 102)
ATLAS TRINCHA 395 2;001337;;;0;UN;Ativo;96034090;TRIBUTADO (CSOSN 102)
ATLAS TRINCHA 395 '2.1/2';001336;;;0;UN;Ativo;96034090;TRIBUTADO (CSOSN 102)
B - AMARELO;002342;;;0;UN;Ativo;32041600;NÃO TRIBUTADO (CSOSN 400)
BANDEJA PINTURA 15CM PRETA - THOMPSON;001195;;;0;UN;Ativo;39259090;NÃO TRIBUTADO (CSOSN 400)
BASE M - CORALIT AB ULTRA RES 3.2L CORAL;000425;Coral;TINTA ACRILICA;0;GL;Ativo;32089010;NÃO TRIBUTADO (CSOSN 400)
BASE MF - CORALIT TOTAL ACET 0,8 L - CORAL;000427;Coral;TINTA ESMALTE ;0;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
BASE MF - CORALIT TOTAL ACET 3.2L - CORAL;000426;Coral;TINTA ESMALTE ;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
BASE MF - DECORA DIAMANTE S/B 16L - CORAL;000429;Coral;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
BASE MF - DECORA MATE FOSCO 0,8L - CORAL;000439;Coral;TINTA ACRILICA;0;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
BASE MF - DECORA MATE FOSCO 16L - CORAL;000433;Coral;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
BASE MF - DECORA MATE FOSCO 3.2L - CORAL;000434;Coral;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
BASE MF - DECORA SEDA AC 0,8 L - CORAL;000512;Coral;TINTA ACRILICA;0;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
BASE MF - DECORA SEDA AC 16L - CORAL;000440;Coral;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
BASE MF - SOL&CHUVA ACRIL TOTAL 16L - CORAL;000513;Coral;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
BASE MF - SOL&CHUVA ACRIL TOTAL 3.2L - CORAL;000521;Coral;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
BASE MF - SUPER LAVAVEL EGGSHELL 16L - CORAL;000522;Coral;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
BASE P - CORALIT BRILHANTE ULTRA RES 3.2L ;002608;Coral;TINTA ACRILICA;0;GL;Ativo;32089010;
BASE P - DECORA DIAMANTE S/B 3.2L ;002530;Coral;TINTA ACRILICA;0;GL;Ativo;32091010;
BASE P - DECORA DIAMENTE S/B 800M - CORAL;000524;Coral;TINTA ACRILICA;0;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
BASE T - DECORA DIAMANTE S/B 3.2L ;002533;Coral;TINTA ACRILICA;0;GL;Ativo;32091010;
BASE T - DECORA SEDA AC 3.2L - CORAL;000431;Coral;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
BASE T - MASTER 16L;002572;Coral;TINTA ACRILICA;0;LA;Ativo;32089010;
C - LARANJA;002343;;;0;UN;Ativo;32041600;NÃO TRIBUTADO (CSOSN 400)
CACAMBA DE PINTURA 12LTS - THOMPSON;000650;;;0;UN;Ativo;32089029;NÃO TRIBUTADO (CSOSN 400)
CACAMBA DE PINTURA 15LTS - THOMPSON ( NOVO );001294;;;0;UN;Ativo;39259090;TRIBUTADO (CSOSN 102)
COLA MADEIRA TEKBOND 100GR;001074;;;0;UN;Ativo;35061090;TRIBUTADO (CSOSN 102)
COLA SILIC TEKBOND 256GR INCOLOR;001139;;;0;UN;Ativo;35061090;TRIBUTADO (CSOSN 102)
COLA SILIC TEKBOND 280GR PRETO;001039;;;0;UN;Ativo;35061090;TRIBUTADO (CSOSN 102)
CORAL ACR RENOVA FOSCO 16L ;000339;Coral;TINTA ACRILICA;0;BD;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
CORAL ACR SOL E CHUVA IMPER 18L PREMIUM;000343;Coral;TINTA ACRILICA;0;LA;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
CORAL CORALIT ULTRA PRETO ALTO BRILHO 3,6 LT;001975;;;0;GL;Ativo;32089010;TRIBUTADO (CSOSN 102)
CORAL CORALIT ULTRA RESIST BR AZUL DEL REY 3,6 LT;000765;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
CORAL CORALIT ULTRA RESIST BR AZUL FRANCA 3,6 LT;001358;;;0;GL;Ativo;32089010;NÃO TRIBUTADO (CSOSN 400)
CORAL CORALIT ULTRA RESIST PRETO / FO  3,6 LT;000543;;;0;GL;Ativo;32089010;NÃO TRIBUTADO (CSOSN 400)
CORAL FUNDO PREPARADOR BASE AGUA 3,6 LT;001087;Coral;Complementos e Preparação;0;GL;Ativo;32091020;NÃO TRIBUTADO (CSOSN 400)
CORAL FUNDO PREPARADOR MADEIRA E METAL 900 ML AGUA;000722;Coral;Complementos e Preparação;0;QT;Ativo;32091010;TRIBUTADO (CSOSN 102)
CORAL FUNDO PREPARADOR 18L;001100;Coral;Complementos e Preparação;0;LA;Ativo;32091010;TRIBUTADO (CSOSN 102)
CORAL MACTRA MANTA LIQUIDA BRANCA 18 KG VEDBEM;002574;Coral;Impermeabilização e Vedação;0;BD;Ativo;32091010;
CORAL MASSA ACRILICA BALDE 5,7 KG;001974;Coral;Complementos e Preparação;0;GL;Ativo;32141020;TRIBUTADO (CSOSN 102)
CORAL MASSA ACRILICA 1,5KG;000531;Coral;Complementos e Preparação;0;QT;Ativo;32141020;NÃO TRIBUTADO (CSOSN 400)
CORAL MASSA ACRILICA 25KG;000532;Coral;Complementos e Preparação;0;LA;Ativo;32141020;NÃO TRIBUTADO (CSOSN 400)
CORAL MASSA CORRIDA PVA 1.5 KG;000623;Coral;Complementos e Preparação;0;QT;Ativo;32141020;NÃO TRIBUTADO (CSOSN 400)
CORAL SELADOR ACRILICO 18L 02.02.304;000539;;;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
CORAL VERNIZ ACRILICO INCOLOR 3,6L;000819;;;0;GL;Ativo;32091020;NÃO TRIBUTADO (CSOSN 400)
CORALAR ACR ROSA ACAI 3,6L;000979;Coral;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
CORALAR ACR RUBI 3,6L;000980;Coral;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
CORALAR ACR VERDE LIMAO 3,6L;000981;Coral;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
CORALIT FOSCO BRANCO ULTRA RES 0,9L 02.03.600;000540;;;0;QT;Ativo;32089010;NÃO TRIBUTADO (CSOSN 400)
CORALIT FOSCO BRANCO ULTRA RES 3,60 02.03.610;000541;;;0;GL;Ativo;32089010;NÃO TRIBUTADO (CSOSN 400)
CORALIT FOSCO PRETO ULTRA RES 0,9L 02.03.605;000542;;;0;QT;Ativo;32089010;NÃO TRIBUTADO (CSOSN 400)
CORALIT SR ACET BRANCO 0,9L 02.03.981;000544;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
CORALIT SR BR AMARELO 0,9L CORAL;000886;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
CORALIT SR BR AMARELO 3,6L CORAL;000704;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
CORALIT SR BR AZUL MAR 3,6L CORAL;000994;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
CORALIT SR BR BRANCO 0,9L CORAL;000545;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
CORALIT SR BR BRANCO 3,6L CORAL;000546;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
CORALIT SR BR CINZA ESCURO 3,6L CORAL;000877;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
CORALIT SR BR CINZA MEDIO 3,6L CORALIT;000690;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
CORALIT SR BR MARROM CONHAQ 3,6L CORAL;000878;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
CORALIT SR BR PLATINA 3,6L CORAL;000887;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
CORALIT SR BR PRETO 0,900ML CORAL;000895;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
CORALIT SR BR VERDE LIMAO 3,6L CORAL;000995;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
CORALIT SR BR VERMELHO 0,9L;000547;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
CORALIT SR BR VERMELHO 3,6L CORAL;000548;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
CORALIT TOTAL ACET BRANCO 0,9L;000549;;;0;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
CORALIT TOTAL ACET BRANCO 3,6L;000550;;;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
CORALIT TOTAL BR BRANCO 0,9L 02.03.915;000551;;;0;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
CORALIT TOTAL BR BRANCO 3,6L;000552;;;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
CORALIT UTRA RESIST AC CREME 3,2 L -  CORAL;000537;;;0;GL;Ativo;32089010;NÃO TRIBUTADO (CSOSN 400)
CORTEX ECON. BRANCO 18 LT;001369;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
CORTEX ECON. CAMURCA 18 LT;001850;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
CORTEX ECON. CAQUI 18 LT;001848;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
CORTEX ECON. COR INOX 18 LT;001681;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
CORTEX ECON. COR PALHA18 LT;001682;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
CORTEX ECON. VERDE LIMAO 18 LT;001849;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
DECOR QUARTZO MICA;002772;;Efeitos Decorativos;0;UN;Ativo;32141020;NÃO TRIBUTADO (CSOSN 400)
DECORA DIAMANTE BRANCO 18L;000553;Coral;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
DECORA MATE BRANCO 18 L - CORAL;000666;Coral;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
DECORA SEDA BRANCO 18L CORAL;000556;Coral;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
DISCO DE CORTE 180X1,6X22,22 BNA12 AZUL;000912;;;0;UN;Ativo;68042211;NÃO TRIBUTADO (CSOSN 400)
DISCO DE DESB 115X6,4X22,23 BDA600 CLAS;001160;;;0;UN;Ativo;68042211;NÃO TRIBUTADO (CSOSN 400)
DISCO DE LIXA 4.1/2 X GRAO 60 DIS-FLEX;000866;;;0;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
DISCO LIXA C/ VELCRO 125MM GRAO C/6 FUROS P 800;001969;;;0;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
DISCO LIXA C/ VELCRO 125MM GRAO S/ FUROS P 1000;001970;;;0;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
DISCO LIXA C/ VELCRO 125MM GRAO S/ FUROS P 1500;001972;;;0;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
DISCO LIXA C/ VELCRO 125MM GRAO 100 / 150;001827;;;0;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
DISCO LIXA C/ VELCRO 125MM GRAO 120  / 150;001832;;;0;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
DISCO LIXA C/ VELCRO 125MM GRAO 150 / 150;001824;;;0;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
DISCO LIXA C/ VELCRO 125MM GRAO 180  / 150;001830;;;0;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
DISCO LIXA C/ VELCRO 125MM GRAO 220  / 150;001828;;;0;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
DISCO LIXA C/ VELCRO 125MM GRAO 320 / 150;001825;;;0;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
DISCO LIXA C/ VELCRO 125MM GRAO 400  / 150;001829;;;0;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
DISCO LIXA C/ VELCRO 125MM GRAO 600 / 150;001826;;;0;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
DISCO LIXA C/ VELCRO 125MM GRAO 80  / 150;001831;;;0;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
DISCO LIXA MASSA C/VEL 8 FUR 220X225MM A-257 NORT ( NOVO );001286;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
ECOLOGICO B.AGUA ACETINADO BRANCO;002519;;;0;GL;Ativo;32091020;
ECOLOGICO B.AGUA BRANCO FOSCO;002713;;;0;GL;Ativo;32091020;NÃO TRIBUTADO (CSOSN 400)
ECOLOGICO B.AGUA BRILHO BRANCO;002518;;;0;GL;Ativo;32091020;
ESCADA ALUMINIO 5 DEGRAUS - REAL;000492;;Utilidades;0;UN;Ativo;76061190;NÃO TRIBUTADO (CSOSN 400)
ESM B/AGUA AC TOTAL BRANCO 3,6L CORALIT;000538;;;0;GL;Ativo;32089010;NÃO TRIBUTADO (CSOSN 400)
ESPATULA ACO 6255/12 ATLAS;000300;;;0;UN;Ativo;82055900;NÃO TRIBUTADO (CSOSN 400)
ESPATULA ACO 6255/16 ATLAS;000301;;;0;UN;Ativo;82055900;NÃO TRIBUTADO (CSOSN 400)
ESPATULA ACO 6255/20 ATLAS;000302;;;0;UN;Ativo;82055900;NÃO TRIBUTADO (CSOSN 400)
EXTENSOR 2M CHAPAMETALICA 1600 ATLAS;000286;;;0;UN;Ativo;73269090;NÃO TRIBUTADO (CSOSN 400)
EXTENSOR 3M CHAPAMETALICA 1700 ATLAS;000287;;;0;UN;Ativo;73269090;NÃO TRIBUTADO (CSOSN 400)
FITA CREPE ADELBRAS/MASK 24X50M REF. 710;002486;ADELBRAS;;0;UN;Ativo;48114110;
FITA CREPE ADELBRAS/MASK 48X50M REF. 710;002485;ADELBRAS;;0;UN;Ativo;48114110;
FITA ISOLANTE 3M SCOTCH 33+ 10M;001056;;;0;UN;Ativo;39191020;TRIBUTADO (CSOSN 102)
FITA ISOLANTE 3M SCOTCH 33+ 5M;001055;;;0;UN;Ativo;39191020;TRIBUTADO (CSOSN 102)
FITA MULTIUSO / ALUMINIO 10CMX10M - VIAPOL ( MT );001570;;;0;MT;Ativo;68071000;TRIBUTADO (CSOSN 102)
FITA MULTIUSO / ALUMINIO 45CMX10M - VIAPOL;001575;;;0;UN;Ativo;68071000;TRIBUTADO (CSOSN 102)
FITA MULTIUSO / ALUMINIO 45CMX10M - VIAPOL ( MT );001576;;;0;MT;Ativo;68071000;TRIBUTADO (CSOSN 102)
FITA VEDA ROSCA 18MMX25M PLASTUBOS;000628;;;0;UN;Ativo;39191090;TRIBUTADO (CSOSN 102)
FUNDO PREP B. AGUA MADEIRA E METAL 3,6L CORAL;000770;;;0;GL;Ativo;32091010;TRIBUTADO (CSOSN 102)
FUTURA  ARENATO TEXTURA BRANCA GL 3,6;001382;FUTURA;Efeitos Decorativos;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA ABSOLUTO PRM  ELEFANTE 3,6;001673;FUTURA;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA ABSOLUTO PRM TANGERINA 18 LT;001915;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA ABSOLUTO PRM TOMATE SECO 18 LT;001490;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA ABSOLUTO PRM VERDE ANGRA 18 LT;001982;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA ALUMIAR SEMIBRILHO BRANCO 18 LT;001543;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA ALUMIAR SEMIBRILHO PRM BRANCO 3,6;001536;FUTURA;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA ECOLOGICO B.AGUA ACETINADO BRANCO 900 ML;001500;FUTURA;TINTA ESMALTE ;0;QT;Ativo;32091020;NÃO TRIBUTADO (CSOSN 400)
FUTURA FUTURIT ESM SINT.BRILHO BRANCO 3,6 LT;001535;FUTURA;TINTA ESMALTE ;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
FUTURA FUTURIT ESM SINT.BRILHO BRANCO 900 ML;001772;FUTURA;TINTA ESMALTE ;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
FUTURA SELADOR ACRILICO 16 LT;001208;;Complementos e Preparação;0;BD;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA SEMIBRILHO STANDARD BRANCA 18 LT;001206;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA SEMIBRILHO STD BRILHOSA BRANCA 3,6 LT;001367;FUTURA;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA SUPER RENDIMENTO STD AMARELO TERRA 18L;002523;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;
FUTURA SUPER RENDIMENTO STD AREIA 3,6;002555;FUTURA;TINTA ACRILICA;0;GL;Ativo;32091010;
FUTURA SUPER RENDIMENTO STD AZUL PROFUNDO 3,6 LT;001948;FUTURA;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA SUPER RENDIMENTO STD CAMURCA 3,6 LT;001944;FUTURA;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA SUPER RENDIMENTO STD ELEFANTE 18 LT;001683;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA SUPER RENDIMENTO STD MARFIM 18 LT;001684;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA SUPER RENDIMENTO STD TANGERINA 18L;002521;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;
FUTURA SUPER RENDIMENTO STD TERRACOTA 18 LT;001685;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA TINTA GESSO BRANCA 3,6 LT;001368;FUTURA;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA TINTA PISO CERAMICA 18 LT;001623;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA TINTA PISO CINZA CHUMBO 18 LT;001215;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA TINTA PISO CINZA 18 LT;001209;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA TINTA PISO CONCRETO PISO 18 LT;001370;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA TINTA TELHA CERAMICA TELHA 18L;002715;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
FUTURA TOQUE DE CETIM ACT BRANCO 18 LT;001544;FUTURA;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
GESSO RAPIDO GESSEIRO 1KG;000749;;;0;UN;Ativo;25202090;NÃO TRIBUTADO (CSOSN 400)
GESSO RAPIDO GESSEIRO 2KG;000750;;;0;UN;Ativo;25202090;NÃO TRIBUTADO (CSOSN 400)
GESSO RAPIDO GESSEIRO 5KG;000751;;;0;UN;Ativo;25202090;NÃO TRIBUTADO (CSOSN 400)
H - VERMELHO OXIDO;002344;;;0;UN;Ativo;32041600;NÃO TRIBUTADO (CSOSN 400)
ITAQUA AGUARRAS 05 LTS (NOVO);001319;;;0;UN;Ativo;27101230;TRIBUTADO (CSOSN 102)
ITAQUA QUEROSENE 0900 ML;002659;;;0;UN;Ativo;27101919;NÃO TRIBUTADO (CSOSN 400)
ITAQUA THINNER 16 0,900 ML (NOVO);001314;;;0;UN;Ativo;38140090;TRIBUTADO (CSOSN 102)
KIT PINTURA TIGRE C/3P ANTIRESPINGO 1576;002488;TIGRE;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
KIT PINTURA TIGRE C/5P PRATIC 1540;002489;TIGRE;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
LIXA DE FERRO 120 - NORTON FOLH 19.99.105;002613;;;0;UN;Ativo;68051000;
LIXA DE FERRO 150 - NORTON FOLH 19.99.110;002614;;;0;UN;Ativo;68051000;
LIXA DE MASSA  80 - NORTON FOLH 19.99.185;002615;;;0;UN;Ativo;68052000;
LIXA FERRO NORTON K246 GR 36 E 40 C/25 PECAS / GRANA 36;002503;;;0;UN;Ativo;68051000;
LIXA FERRO NORTON K246 GR 36 E 40 C/25 PECAS / GRANA 40;002505;;;0;UN;Ativo;68051000;
LIXA FERRO NORTON K246 GR 50 A 80 C/25 PECAS / GRANA 50;002508;;;0;UN;Ativo;68051000;
LIXA FERRO NORTON K246 GR 50 A 80 C/25 PECAS / GRANA 60;002506;;;0;UN;Ativo;68051000;
LIXA FERRO NORTON K246 GR 50 A 80 C/25 PECAS / GRANA 80;002507;;;0;UN;Ativo;68051000;
LIXA FERRO NORTON K246 GR100 A 220 C/25 PECAS / GRANA 100;002509;;;0;UN;Ativo;68051000;
LIXA FERRO NORTON K246 GR100 A 220 C/25 PECAS / GRANA 180;002510;;;0;UN;Ativo;68051000;
LIXA FERRO NORTON K246 GR100 A 220 C/25 PECAS / GRANA 220;002511;;;0;UN;Ativo;68051000;
LIXA P/MADEIRA  50 NORTON FOLH 19.99.370;002543;;;0;UN;Ativo;68052000;
LIXA P/MADEIRA  80 NORTON FOLH 19.99.372;002544;;;0;UN;Ativo;68052000;
LIXA P/MADEIRA 100 NORTON FOLH 19.99.373;002545;;;0;UN;Ativo;68052000;
LIXA P/MADEIRA 120 NORTON FOLH 19.99.374;002546;;;0;UN;Ativo;68052000;
LIXA P/MADEIRA 150 NORTON FOLH 19.99.375;002547;;;0;UN;Ativo;68052000;
LIXA P/MADEIRA 180 NORTON FOLH 19.99.376;002548;;;0;UN;Ativo;68052000;
LIXA P/MADEIRA 220 NORTON FOLH 19.99.377;002549;;;0;UN;Ativo;68052000;
LONA PLAST  PTA 4X50M 6KG ROLO;000695;;;0;UN;Ativo;39202019;TRIBUTADO (CSOSN 102)
LONA PLAST LONAX PTA 4X 50M MEDIA 10KG;001313;;;0;UN;Ativo;39202019;NÃO TRIBUTADO (CSOSN 400)
LONA PLAST NEGREIRA PRETA 4X100M 20KG;001414;;;0;UN;Ativo;39259090;TRIBUTADO (CSOSN 102)
LONA PLASTICA PRETA 4X100 12KG;000625;;;0;MT;Ativo;39201099;NÃO TRIBUTADO (CSOSN 400)
LUVA MALHA PIGMENTADA - THOMPSON;001374;;;0;UN;Ativo;61161000;TRIBUTADO (CSOSN 102)
M - VERDE;002345;;;0;UN;Ativo;32041600;NÃO TRIBUTADO (CSOSN 400)
MASSA ACRILICA;002603;;;0;BD;Ativo;32141020;
MASTIFLEX PU.40 SELANTE POLIURETANO CINZA - TUBO;001492;;;0;UN;Ativo;35069110;TRIBUTADO (CSOSN 102)
MASTIFLEX SELATRINCAS SELANTE ACRILICO BRANCO.TUBO;001311;;;0;UN;Ativo;32141010;TRIBUTADO (CSOSN 102)
MASTIFLEX SELATRINCAS 2130 BRANCO GALAO.5KG;001310;;;0;GL;Ativo;32141010;TRIBUTADO (CSOSN 102)
MAXI RUBBER BATIDA DE PEDRA PRETA  1/4 16.59.050;002581;;;0;QT;Ativo;32091010;
MAXI RUBBER CAT. WASH / PRETO FOSCO 16.59.217;002582;;;0;UN;Ativo;38249939;
MAXI RUBBER WASH PRIMER 16.59.196;002583;;;0;UN;Ativo;32082019;
MAXI RUBBER WASH PRIMER 600ML 16.59.196;002627;;;0;UN;Ativo;32141020;
MEXEDOR DE TINTA ACO GALVANIZADO 120 X 9 X 600MM;001133;;;0;UN;Ativo;82079000;TRIBUTADO (CSOSN 102)
MONTANA STRIPTIZI REMOVEDOR GEL 1 KG;001379;;;0;UN;Ativo;38089299;TRIBUTADO (CSOSN 102)
N - AZUL;002346;;;0;UN;Ativo;32041600;NÃO TRIBUTADO (CSOSN 400)
NORTON DISCO CORTE BNA12 115X1.0X22.23;001163;;;0;UN;Ativo;68042211;NÃO TRIBUTADO (CSOSN 400)
NORTON DISCO LIXA MASSA C/VEL 8 FUR 120X225MM A-25;000964;;;0;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
NORTON ESCOVA DE ACO C/C 3F;000954;;;0;UN;Ativo;96039000;TRIBUTADO (CSOSN 102)
NORTON FITA ISOLANTE CLASSIC 19 X 05M;001906;;;0;UN;Ativo;39191020;NÃO TRIBUTADO (CSOSN 400)
NORTON LIXA DE AGUA J1200;000972;;;0;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
NORTON LIXA DE AGUA T499 2000;000248;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA DE AGUA 100;000737;;;0;UN;Ativo;68051000;NÃO TRIBUTADO (CSOSN 400)
NORTON LIXA DE AGUA 120;001073;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA DE AGUA 1200;000438;;;0;UN;Ativo;34053000;NÃO TRIBUTADO (CSOSN 400)
NORTON LIXA DE AGUA 150;000915;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA DE AGUA 220;000917;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA DE AGUA 240;000245;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA DE AGUA 2500;000100;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA DE AGUA 280;000246;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
